sh_id	original_fasta_id_count	original_fasta_ids	qub_id_count	qub_ids	sequence_identifier_count	sequence_identifiers
SH_0740	1	IPO340_58123400_A6	1	QUB_0256	1	QUB_27F_0256
SH_0741	1	IPO340_58123400_B6	1	QUB_0267	1	QUB_27F_0267
SH_0742	1	IPO340_58123400_C6	1	QUB_0279	1	QUB_27F_0279
SH_0743	1	IPO340_58123400_D6	1	QUB_0291	1	QUB_27F_0291
SH_0744	2	IPO339_58123394_H6; IPO340_58123400_E6	0		0	
SH_0745	1	IPO340_58123400_F6	1	QUB_0314	1	QUB_27F_0314
SH_0746	1	IPO340_58123400_G6	1	QUB_0326	1	QUB_27F_0326
SH_0747	1	IPO340_58123400_H6	1	QUB_0337	1	QUB_27F_0337
SH_0748	1	IPO340_58123400_A7	1	QUB_0257	1	QUB_27F_0257
SH_0749	0		0		0	
SH_0750	1	IPO340_58123400_B7	1	QUB_0268	1	QUB_27F_0268
SH_0751	3	IPO340_58123400_C7; JTQ682_65946825_65946825; JTQ683_65946832_65946832	1	QUB_0280	1	QUB_27F_0280
SH_0752	1	IPO340_58123400_D7	1	QUB_0292	1	QUB_27F_0292
SH_0753	1	IPO340_58123400_E7	1	QUB_0303	1	QUB_27F_0303
SH_0754	1	IVZ010_59790106_59790106	1	QUB_0513	1	QUB_27F_0513
SH_0755	1	IPO340_58123400_F7	1	QUB_0315	1	QUB_27F_0315
SH_0756	1	IPO340_58123400_G7	1	QUB_0327	1	QUB_27F_0327
SH_0757	1	IVZ011_59790113_59790113	1	QUB_0514	1	QUB_27F_0514
SH_0758	1	IPO340_58123400_H7	1	QUB_0338	1	QUB_27F_0338
SH_0759	1	IVZ012_59790120_59790120	1	QUB_0515	1	QUB_27F_0515
SH_0760	3	IPO340_58123400_A8; KCX859_68358595_68358595; KCX860_68358601_68358601	1	QUB_0258	1	QUB_27F_0258
SH_0761	2	IPO339_58123394_E8; IPO339_58123394_G1	2	QUB_0221; QUB_0232	2	QUB_27F_0221; QUB_27F_0232
SH_0762	1	IPO339_58123394_H1	1	QUB_0240	1	QUB_27F_0240
SH_0763	1	IPO339_58123394_A2	1	QUB_0185	1	QUB_27F_0185
SH_0764	1	IPO339_58123394_B2	1	QUB_0194	1	QUB_27F_0194
SH_0765	1	IPO339_58123394_C2	1	QUB_0201	1	QUB_27F_0201
SH_0766	0		0		0	
SH_0767	3	IPO339_58123394_D2; JTQ688_65946887_65946887; JTQ689_65946894_65946894	1	QUB_0209	1	QUB_27F_0209
SH_0768	1	IPO339_58123394_E2	1	QUB_0216	1	QUB_27F_0216
SH_0769	1	IPO339_58123394_F2	1	QUB_0225	1	QUB_27F_0225
SH_0770	1	IPO339_58123394_G2	1	QUB_0234	1	QUB_27F_0234
SH_0771	1	IPO339_58123394_H2	1	QUB_0242	1	QUB_27F_0242
SH_0772	1	IPO339_58123394_A3	1	QUB_0186	1	QUB_27F_0186
SH_0773	2	IPO339_58123394_B3; IPO339_58123394_F8	2	QUB_0195; QUB_0230	2	QUB_27F_0195; QUB_27F_0230
SH_0774	1	IPO339_58123394_C3	1	QUB_0202	1	QUB_27F_0202
SH_0775	1	IPO339_58123394_D3	1	QUB_0210	1	QUB_27F_0210
SH_0776	1	IPO340_58123400_B8	1	QUB_0269	1	QUB_27F_0269
SH_0777	1	IPO339_58123394_E3	1	QUB_0217	1	QUB_27F_0217
SH_0778	1	IPO340_58123400_C8	1	QUB_0281	1	QUB_27F_0281
SH_0779	1	IPO340_58123400_D8	1	QUB_0293	1	QUB_27F_0293
SH_0780	1	IPO340_58123400_E8	1	QUB_0304	1	QUB_27F_0304
SH_0781	1	IPO340_58123400_F8	1	QUB_0316	1	QUB_27F_0316
SH_0782	3	IPO340_58123400_G8; KCX843_68358434_68358434; KCX844_68358441_68358441	1	QUB_0328	1	QUB_27F_0328
SH_0783	0		0		0	
SH_0784	1	IPO340_58123400_H8	1	QUB_0339	1	QUB_27F_0339
SH_0785	2	IPO339_58123394_G6; IPO340_58123400_A9	1	QUB_0237	1	QUB_27F_0237
SH_0786	1	IPO340_58123400_B9	1	QUB_0270	1	QUB_27F_0270
SH_0787	1	IPO340_58123400_C9	1	QUB_0282	1	QUB_27F_0282
SH_0788	1	IPO340_58123400_D9	1	QUB_0294	1	QUB_27F_0294
SH_0789	0		0		0	
SH_0790	1	IPO340_58123400_E9	1	QUB_0305	1	QUB_27F_0305
SH_0791	0		0		0	
SH_0792	1	IPO340_58123400_F9	1	QUB_0317	1	QUB_27F_0317
SH_0793	0		0		0	
SH_0794	1	IPO340_58123400_G9	1	QUB_0329	1	QUB_27F_0329
SH_0795	1	IPO340_58123400_H9	1	QUB_0340	1	QUB_27F_0340
SH_0796	0		0		0	
SH_0797	2	IPO339_58123394_F6; IPO340_58123400_A10	1	QUB_0228	1	QUB_27F_0228
SH_0798	1	IPO340_58123400_B10	1	QUB_0260	1	QUB_27F_0260
SH_0799	1	IPO340_58123400_C10	1	QUB_0272	1	QUB_27F_0272
SH_0800	1	IPO340_58123400_D10	1	QUB_0284	1	QUB_27F_0284
SH_0801	1	IPO340_58123400_E10	1	QUB_0296	1	QUB_27F_0296
SH_0802	1	IPO340_58123400_F10	1	QUB_0307	1	QUB_27F_0307
SH_0803	1	IPO340_58123400_G10	1	QUB_0319	1	QUB_27F_0319
SH_0804	1	IPO340_58123400_H10	1	QUB_0331	1	QUB_27F_0331
SH_0805	1	IPO340_58123400_A11	1	QUB_0250	1	QUB_27F_0250
SH_0806	1	IPO340_58123400_B11	1	QUB_0261	1	QUB_27F_0261
SH_0807	1	IPO340_58123400_C11	1	QUB_0273	1	QUB_27F_0273
SH_0808	0		0		0	
SH_0809	1	IPO340_58123400_D11	1	QUB_0285	1	QUB_27F_0285
SH_0810	1	IPO340_58123400_E11	1	QUB_0297	1	QUB_27F_0297
SH_0811	1	IPO340_58123400_F11	1	QUB_0308	1	QUB_27F_0308
SH_0812	1	IPO340_58123400_G11	1	QUB_0320	1	QUB_27F_0320
SH_0813	1	IPO340_58123400_H11	1	QUB_0332	1	QUB_27F_0332
SH_0814	0		0		0	
SH_0815	1	IPO340_58123400_A12	1	QUB_0251	1	QUB_27F_0251
SH_0816	0		0		0	
SH_0817	5	IPO340_58123400_B12; JTQ686_65946863_65946863; JTQ687_65946870_65946870; KCX871_68358717_68358717; KCX872_68358724_68358724	1	QUB_0262	1	QUB_27F_0262
SH_0818	1	IPO340_58123400_C12	1	QUB_0274	1	QUB_27F_0274
SH_0819	1	IPO340_58123400_D12	1	QUB_0286	1	QUB_27F_0286
SH_0820	1	IWS762_59987629_59987629	1	QUB_0518	1	QUB_27F_0518
SH_0821	1	IPO340_58123400_E12	1	QUB_0298	1	QUB_27F_0298
SH_0822	1	IPO340_58123400_F12	1	QUB_0309	1	QUB_27F_0309
SH_0823	0		0		0	
SH_0824	3	IPO340_58123400_G12; KCX841_68358410_68358410; KCX842_68358427_68358427	1	QUB_0321	1	QUB_27F_0321
SH_0825	3	IPO340_58123400_H12; KCX863_68358632_68358632; KCX864_68358649_68358649	1	QUB_0333	1	QUB_27F_0333
SH_0826	1	IPO339_58123394_A1	1	QUB_0184	1	QUB_27F_0184
SH_0827	1	IPO339_58123394_B1	1	QUB_0192	1	QUB_27F_0192
SH_0828	0		0		0	
SH_0829	1	IPO339_58123394_E9	1	QUB_0222	1	QUB_27F_0222
SH_0830	0		0		0	
SH_0831	1	IPO339_58123394_E1	1	QUB_0215	1	QUB_27F_0215
SH_0832	0		0		0	
SH_0833	0		0		0	
SH_0834	0		0		0	
SH_0835	1	IPO339_58123394_F1	1	QUB_0223	1	QUB_27F_0223
SH_0836	1	IPO339_58123394_F9	1	QUB_0231	1	QUB_27F_0231
SH_0837	0		0		0	
SH_0838	1	IPO339_58123394_G9	1	QUB_0239	1	QUB_27F_0239
SH_0839	0		0		0	
SH_0840	0		0		0	
SH_0841	0		0		0	
SH_0842	0		0		0	
SH_0843	0		0		0	
SH_0844	0		0		0	
SH_0845	1	IPO339_58123394_F3	1	QUB_0226	1	QUB_27F_0226
SH_0846	0		0		0	
SH_0847	0		0		0	
SH_0848	0		0		0	
SH_0849	1	IPO339_58123394_G3	1	QUB_0235	1	QUB_27F_0235
SH_0850	0		0		0	
SH_0851	1	IPO339_58123394_H3	1	QUB_0243	1	QUB_27F_0243
SH_0852	1	IPO339_58123394_A4	1	QUB_0187	1	QUB_27F_0187
SH_0853	1	IPO339_58123394_B4	1	QUB_0196	1	QUB_27F_0196
SH_0854	1	IPO339_58123394_C4	1	QUB_0203	1	QUB_27F_0203
SH_0855	1	IPO339_58123394_D4	1	QUB_0211	1	QUB_27F_0211
SH_0856	1	IPO339_58123394_E4	1	QUB_0218	1	QUB_27F_0218
SH_0857	1	IPO339_58123394_F4	1	QUB_0227	1	QUB_27F_0227
SH_0858	1	IPO339_58123394_G4	1	QUB_0236	1	QUB_27F_0236
SH_0859	1	IPO339_58123394_H4	1	QUB_0244	1	QUB_27F_0244
SH_0860	1	IPO339_58123394_A5	1	QUB_0188	1	QUB_27F_0188
SH_0861	1	IPO339_58123394_B5	0		0	
SH_0862	1	IPO339_58123394_C5	1	QUB_0204	1	QUB_27F_0204
SH_0863	0		0		0	
SH_0864	1	IPO339_58123394_D5	0		0	
SH_0865	0		0		0	
SH_0866	0		0		0	
SH_0867	1	IPO339_58123394_F10	1	QUB_0224	1	QUB_27F_0224
SH_0868	1	IPO339_58123394_C8	1	QUB_0206	1	QUB_27F_0206
SH_0869	0		0		0	
SH_0870	0		0		0	
SH_0871	1	IPO339_58123394_G10	1	QUB_0233	1	QUB_27F_0233
SH_0872	1	IPO339_58123394_D8	1	QUB_0213	1	QUB_27F_0213
SH_0873	1	IPO339_58123394_H10	1	QUB_0241	1	QUB_27F_0241
SH_0874	1	IPO339_58123394_H9	1	QUB_0248	1	QUB_27F_0248
SH_0875	1	IPO339_58123394_E7	1	QUB_0220	1	QUB_27F_0220
SH_0876	3	IPO339_58123394_F7; JTQ751_65947518_65947518; JTQ752_65947525_65947525	1	QUB_0229	1	QUB_27F_0229
SH_0877	3	IPO339_58123394_G7; JTQ690_65946900_65946900; JTQ691_65946917_65946917	1	QUB_0238	1	QUB_27F_0238
SH_0878	3	IPO339_58123394_D9; JTQ753_65947532_65947532; JTQ754_65947549_65947549	1	QUB_0214	1	QUB_27F_0214
SH_0879	1	IPO339_58123394_H7	1	QUB_0246	1	QUB_27F_0246
SH_0880	1	IPO339_58123394_A8	1	QUB_0190	1	QUB_27F_0190
SH_0881	3	IPO339_58123394_B8; JTQ693_65946931_65946931; JTQ724_65947242_65947242	1	QUB_0198	1	QUB_27F_0198
SH_0882	1	IPO339_58123394_G8	0		0	
SH_0883	1	IPO339_58123394_H8	1	QUB_0247	1	QUB_27F_0247
SH_0884	0		0		0	
SH_0885	0		0		0	
SH_0886	0		0		0	
SH_0887	0		0		0	
SH_0888	0		0		0	
SH_0889	0		0		0	
SH_0890	0		0		0	
SH_0891	0		0		0	
SH_0892	0		0		0	
SH_0893	0		0		0	
SH_0894	0		0		0	
SH_0895	0		0		0	
SH_0896	0		0		0	
SH_0897	0		0		0	
SH_0898	0		0		0	
SH_0899	0		0		0	
SH_0900	0		0		0	
SH_0901	0		0		0	
SH_0902	0		0		0	
SH_0903	0		0		0	
SH_0904	0		0		0	
SH_0905	0		0		0	
SH_0906	0		0		0	
SH_0907	0		0		0	
SH_0908	0		0		0	
SH_0909	0		0		0	
SH_0910	0		0		0	
SH_0911	0		0		0	
SH_0912	0		0		0	
SH_0913	0		0		0	
SH_0914	0		0		0	
SH_0915	0		0		0	
SH_0916	0		0		0	
SH_0917	0		0		0	
SH_0918	0		0		0	
SH_0919	0		0		0	
SH_0920	0		0		0	
SH_0921	0		0		0	
SH_0922	0		0		0	
SH_0923	0		0		0	
SH_0924	0		0		0	
SH_0925	0		0		0	
SH_0926	0		0		0	
SH_0927	0		0		0	
SH_0928	0		0		0	
SH_0929	0		0		0	
SH_0930	0		0		0	
SH_0931	0		0		0	
SH_0932	0		0		0	
SH_0933	0		0		0	
SH_0934	0		0		0	
SH_0935	0		0		0	
SH_0936	0		0		0	
SH_0937	0		0		0	
SH_0938	0		0		0	
SH_0939	0		0		0	
SH_0940	0		0		0	
SH_0941	0		0		0	
SH_0942	0		0		0	
SH_0943	0		0		0	
SH_0944	0		0		0	
SH_0945	0		0		0	
SH_0946	0		0		0	
SH_0947	0		0		0	
SH_0948	0		0		0	
SH_0949	0		0		0	
SH_0950	0		0		0	
SH_0951	0		0		0	
SH_0952	0		0		0	
SH_0953	0		0		0	
SH_0954	0		0		0	
SH_0955	0		0		0	
SH_0956	0		0		0	
SH_0957	0		0		0	
SH_0958	0		0		0	
SH_0959	0		0		0	
SH_0960	0		0		0	
SH_0961	0		0		0	
SH_0962	0		0		0	
SH_0963	0		0		0	
SH_0964	0		0		0	
SH_0965	0		0		0	
SH_0966	0		0		0	
SH_0967	0		0		0	
SH_0968	0		0		0	
SH_0969	0		0		0	
SH_0970	0		0		0	
SH_0971	0		0		0	
SH_0972	0		0		0	
SH_0973	0		0		0	
SH_0974	0		0		0	
SH_0975	0		0		0	
SH_0976	0		0		0	
SH_0977	0		0		0	
SH_0978	0		0		0	
SH_0979	0		0		0	
SH_0980	0		0		0	
SH_0981	0		0		0	
SH_0982	0		0		0	
SH_0983	0		0		0	
SH_0984	0		0		0	
SH_0985	0		0		0	
SH_0986	0		0		0	
SH_0987	0		0		0	
SH_0988	0		0		0	
SH_0989	0		0		0	
SH_0990	0		0		0	
SH_0991	0		0		0	
SH_0992	0		0		0	
SH_0993	0		0		0	
SH_0994	0		0		0	
SH_0995	0		0		0	
SH_0996	0		0		0	
SH_0997	0		0		0	
SH_0998	0		0		0	
SH_0999	0		0		0	
SH_1000	0		0		0	
SH_1001	0		0		0	
SH_1002	0		0		0	
SH_1003	0		0		0	
SH_1004	0		0		0	
SH_1005	0		0		0	
SH_1006	0		0		0	
SH_1007	0		0		0	
